species,age,weight,affection,appetite,vaccinated,injury,wound,overall_health
Cat,8,26.96,7.7,8.6,0,0,1,9.5132
Cow,11,7.69,8.6,7.8,1,0,1,35.2815
Cat,8,49.5,8.0,3.0,1,0,1,42.7333
Cat,7,1.91,1.7,10.0,0,1,1,32.6358
Dog,11,24.66,6.9,7.6,1,1,0,26.0138
Cow,1,25.61,3.9,3.0,0,0,0,19.5145
Cow,11,2.14,5.8,3.8,0,1,0,46.1899
Rabbit,12,12.49,2.7,5.9,1,1,0,32.0445
Cat,6,25.65,6.8,3.2,0,0,0,16.5355
Rabbit,14,26.63,6.2,7.5,1,0,1,38.9616
Cat,3,39.52,3.8,3.0,1,0,0,80.3427
Cow,4,20.5,9.9,3.0,1,0,0,65.6232
Cat,9,41.47,1.8,3.3,1,0,0,71.1581
Dog,11,33.09,6.5,8.4,0,0,1,47.6977
Cow,6,7.42,1.1,5.6,0,1,0,4.8585
Dog,12,14.65,1.3,2.8,0,0,0,12.139
Rabbit,6,17.57,8.6,5.2,1,1,0,34.7644
Dog,8,9.96,9.6,3.2,1,0,1,18.1446
Rabbit,7,31.81,4.3,6.3,0,0,1,6.2248
Rabbit,8,26.19,4.8,3.5,0,1,1,12.0408
Rabbit,15,28.23,3.3,6.2,0,1,1,39.8015
Cow,6,33.48,2.2,4.8,0,1,0,29.3186
Dog,15,44.14,3.5,9.3,0,0,1,42.9448
Cow,5,18.47,6.7,6.5,0,1,1,19.6775
Cat,6,36.06,7.0,1.3,0,1,1,1.1067
Cow,1,5.69,2.6,8.1,1,1,1,39.7812
Cow,9,11.47,5.4,1.4,0,0,0,12.068
Dog,14,45.39,1.3,9.9,1,0,0,82.4744
Cat,6,18.3,9.2,7.4,0,1,0,13.3423
Rabbit,7,26.5,1.8,4.9,0,0,1,45.8709
Rabbit,1,18.49,8.0,5.4,1,1,0,17.7275
Cow,15,1.61,8.9,3.2,1,0,0,66.4364
Cow,14,37.2,2.7,5.0,1,1,1,40.5471
Dog,5,7.67,3.4,1.7,0,1,1,32.2218
Cat,4,21.43,3.5,5.2,1,0,0,63.9657
Dog,5,7.62,3.8,8.9,0,0,0,18.5649
Cat,9,16.09,3.1,5.3,1,1,1,29.4747
Dog,5,49.08,5.0,7.6,0,1,0,26.6249
Rabbit,13,48.44,7.3,6.7,0,1,1,13.9496
Cat,9,27.32,3.6,2.1,0,0,0,5.3757
Cat,13,43.33,3.0,1.3,1,1,0,16.0495
Dog,9,21.44,7.2,9.3,1,1,1,28.6567
Rabbit,12,8.82,2.8,8.8,0,1,0,7.3057
Rabbit,15,31.39,6.4,5.5,1,0,1,24.6352
Cow,15,19.33,5.9,7.6,0,0,0,26.9045
Cat,7,9.01,7.3,1.8,0,0,1,5.4538
Cat,11,43.27,4.9,7.2,1,1,1,36.6462
Dog,9,47.55,1.4,5.8,1,0,0,66.6765
Rabbit,12,38.55,8.9,7.5,0,1,1,38.9017
Cat,2,45.94,9.4,2.6,1,0,1,10.3719
Rabbit,8,14.16,1.1,6.8,1,1,0,42.3098
Cow,14,1.53,4.2,4.7,1,0,0,79.357
Rabbit,3,30.47,2.5,7.5,1,1,0,15.149
Rabbit,14,3.01,9.8,7.8,1,0,1,7.1448
Rabbit,7,30.27,8.2,2.2,0,0,1,14.5753
Cow,12,48.19,4.7,9.0,1,1,0,9.4823
Cat,7,19.03,9.7,3.9,1,1,0,13.5909
Rabbit,11,32.15,4.5,7.8,1,1,1,30.8317
Rabbit,8,16.18,3.0,7.8,1,0,0,53.508
Dog,9,9.16,7.8,6.4,0,0,0,27.4953
Cow,9,32.02,8.7,7.8,0,1,1,6.0614
Cat,8,1.19,1.3,6.2,0,1,0,15.9239
Cow,14,8.23,1.3,4.4,1,0,1,35.5505
Cat,14,48.98,2.1,5.5,0,1,0,45.6554
Rabbit,13,3.05,4.1,5.6,0,0,1,10.8749
Cow,4,13.37,6.2,5.3,0,0,0,12.5988
Cat,12,23.77,8.5,9.7,1,1,0,36.1783
Cat,3,23.17,1.4,8.1,1,0,0,74.285
Cat,6,29.37,5.2,9.2,1,0,0,92.2022
Rabbit,5,22.26,2.8,5.4,0,0,0,41.6583
Cat,10,39.73,2.5,4.1,0,1,0,40.2911
Dog,5,29.0,9.2,1.5,1,1,1,2.4785
Cat,7,5.52,7.8,4.5,1,0,0,85.7233
Cow,13,45.95,5.4,9.7,0,1,1,8.5705
Cat,4,20.82,2.8,4.4,0,1,1,18.3837
Cow,12,14.95,4.0,6.8,1,0,1,30.5082
Dog,15,45.4,7.9,9.3,1,0,1,7.1564
Cat,10,29.39,1.8,4.8,1,1,1,9.9864
Cow,1,20.7,3.7,6.3,1,1,0,8.4115
Cow,12,10.31,3.0,9.4,0,1,1,41.9717
Dog,10,7.66,2.1,1.1,1,1,1,4.1391
Dog,14,25.14,6.2,7.0,1,0,1,33.9666
Dog,12,36.12,4.7,3.9,1,0,1,21.2991
Rabbit,13,33.24,7.2,6.3,0,0,0,23.7915
Cat,9,45.95,1.1,2.2,1,0,1,17.6236
Cat,7,47.08,4.7,1.6,1,0,0,61.6944
Cow,6,1.11,6.1,2.6,1,0,1,17.5055
Dog,10,40.17,6.3,3.4,0,1,0,12.3019
Rabbit,3,22.9,8.2,6.9,0,0,0,9.8407
Cow,1,4.65,9.2,7.2,0,1,1,35.8064
Cat,11,30.03,3.7,5.5,1,1,1,13.1864
Cat,6,12.72,7.6,7.3,0,0,0,34.5038
Rabbit,10,31.5,5.2,7.3,0,0,0,38.0124
Dog,1,28.79,5.3,7.0,0,0,0,24.4539
Rabbit,11,40.82,2.3,9.9,1,1,1,32.5872
Rabbit,1,13.19,3.3,4.5,1,0,1,15.2883
Rabbit,4,17.93,7.0,4.1,1,0,1,46.4043
Cat,14,9.59,5.2,4.5,0,1,1,14.2344
Cat,6,11.15,4.4,3.6,1,0,0,97.6645
Cat,1,18.82,7.3,9.6,1,1,1,0.921
Cow,7,10.87,6.1,10.0,0,1,0,30.737
Cat,12,44.99,7.1,3.9,0,1,0,4.6052
Cow,8,11.68,7.8,3.3,0,1,1,29.5356
Dog,8,29.92,5.5,3.8,1,0,1,11.978
Rabbit,1,8.69,8.0,4.1,1,0,0,72.8881
Rabbit,13,31.88,1.2,1.3,1,0,0,79.6522
Cat,12,11.71,6.5,3.1,1,1,1,44.3
Rabbit,10,14.85,2.6,1.5,0,1,1,39.3454
Cow,11,38.99,4.3,7.6,1,1,0,25.1382
Cat,12,31.7,4.1,4.1,0,1,1,44.8544
Cat,13,41.88,9.9,4.0,1,1,1,40.7815
Cat,2,26.49,5.2,9.8,1,1,0,5.1929
Cow,4,19.15,4.1,4.0,0,0,1,21.1368
Cow,15,47.96,8.6,6.2,0,1,0,39.4413
Rabbit,15,5.25,5.6,3.6,1,0,0,55.2084
Dog,1,20.93,8.1,4.9,0,0,0,28.2079
Rabbit,12,8.64,1.0,4.2,1,1,0,26.0192
Rabbit,10,36.02,7.3,7.2,0,1,0,18.882
Cat,1,9.73,9.3,6.5,1,0,0,67.2831
Rabbit,14,32.54,5.6,9.0,0,1,0,30.2978
Dog,3,29.12,3.2,5.7,1,1,1,18.6525
Cat,10,25.54,7.8,5.1,0,0,1,8.3816
Cat,1,38.69,2.8,6.4,0,1,0,40.5361
Cat,3,8.13,3.5,3.7,1,1,1,7.4326
Cow,5,24.1,8.6,6.7,0,1,0,26.4292
Rabbit,10,46.98,8.3,1.5,1,0,1,21.5507
Cow,15,19.47,9.9,8.5,1,1,1,17.275
Rabbit,14,17.34,3.0,1.8,1,1,1,34.5221
Dog,1,23.5,7.1,5.5,0,0,0,21.8562
Dog,2,7.42,9.6,7.1,0,1,0,27.0785
Rabbit,14,45.59,9.0,9.1,1,0,0,84.4734
Rabbit,15,18.54,6.7,6.3,1,1,0,9.138
Rabbit,11,30.77,1.7,4.9,1,1,1,8.7309
Cow,3,36.58,2.7,5.9,0,1,0,2.8165
Cat,1,3.56,5.2,5.6,1,1,1,26.1122
Cow,4,23.88,2.1,10.0,1,0,1,7.8323
Cat,14,19.69,2.2,3.0,0,1,0,26.2865
Cat,15,22.74,5.1,1.0,1,1,0,35.8001
Cat,7,22.26,6.1,4.5,1,1,0,12.0138
Dog,8,2.58,4.6,7.3,0,0,1,41.3827
Cat,14,2.23,8.6,1.4,1,0,1,14.7074
Rabbit,5,49.51,6.0,4.0,1,0,0,94.4029
Cow,11,40.95,7.0,6.3,0,1,1,15.274
Cat,10,34.49,8.6,7.6,1,0,1,38.6535
Cow,15,40.22,9.3,1.6,0,1,1,46.7898
Dog,8,19.89,3.7,3.9,1,1,1,36.1032
Dog,3,44.89,8.8,1.2,0,1,0,2.5338
Cat,4,8.29,4.4,5.7,0,1,0,16.6175
Cow,11,46.9,2.4,1.1,0,1,1,27.7914
Cow,10,18.55,7.9,2.3,0,0,1,18.6643
Rabbit,9,33.28,3.7,5.9,1,0,1,44.053
Cat,5,27.49,8.0,6.0,1,1,0,13.5489
Dog,13,2.66,9.3,3.9,0,0,1,18.9209
Cat,6,48.26,7.0,9.0,1,0,1,17.7327
Dog,9,8.29,1.1,7.4,0,0,0,34.7567
Rabbit,2,39.02,6.7,3.1,1,0,1,11.0357
Dog,11,1.38,9.4,2.9,0,1,1,30.2922
Cow,4,1.26,2.6,1.3,1,1,1,5.5516
Dog,3,18.1,5.5,5.2,1,1,0,41.6837
Cow,10,26.65,1.9,6.2,0,0,1,23.876
Cow,9,18.28,4.9,7.1,1,1,1,32.2949
Cat,1,9.68,10.0,5.2,1,1,1,15.7846
Cow,7,44.86,7.6,7.4,1,0,1,19.8116
Rabbit,5,8.76,6.5,7.9,1,1,0,24.8443
Rabbit,4,43.96,1.5,6.0,1,0,0,53.5416
Dog,2,37.91,4.7,5.2,1,1,0,22.0942
Rabbit,9,28.12,9.5,7.0,0,1,1,19.2473
Cat,14,19.87,6.5,9.5,1,1,0,43.1464
Cow,12,2.73,6.4,4.0,0,1,0,2.2919
Cow,12,17.62,1.1,4.5,1,1,1,40.961
Dog,11,20.0,6.7,5.0,0,0,1,7.6986
Dog,13,11.61,4.6,5.3,1,1,1,22.1577
Rabbit,9,6.33,8.0,9.1,0,1,0,14.2534
Cat,4,25.76,1.1,4.9,0,1,0,28.4094
Cow,13,25.01,6.1,9.1,1,0,0,79.7535
Dog,14,21.22,9.3,5.5,1,0,0,78.5967
Rabbit,10,19.81,2.5,2.8,1,0,0,68.217
Cat,9,5.34,5.4,2.2,0,0,1,34.4712
Cat,12,4.35,2.9,3.4,1,1,0,11.7461
Cat,2,13.93,7.2,3.8,1,0,0,54.6849
Cat,13,28.71,5.7,2.0,0,0,0,42.1227
Dog,5,33.14,5.4,5.6,0,1,1,27.8912
Rabbit,7,26.36,8.2,9.5,1,1,0,30.8272
Dog,1,14.93,1.7,9.8,0,0,1,15.8982
Cat,14,26.67,6.6,9.6,1,1,1,25.2553
Rabbit,9,3.63,8.4,4.8,0,1,0,33.2525
Cat,14,31.75,5.7,5.6,1,0,1,6.948
Cow,9,1.62,7.0,8.4,0,0,1,35.3637
Cat,5,18.09,4.7,7.8,0,0,0,1.1065
Rabbit,15,46.44,9.9,2.1,0,1,0,27.5967
Cow,7,1.33,7.5,2.7,1,0,1,26.5116
Cow,12,30.32,2.2,2.8,0,1,0,46.5245
Dog,7,33.05,9.1,6.4,1,1,1,23.9239
Cow,7,33.08,5.1,9.3,1,1,1,43.256
Rabbit,4,8.88,2.7,4.7,1,1,0,18.1158
Cat,4,30.74,7.0,8.3,1,1,0,1.2457
Cat,4,34.22,8.5,9.3,0,0,1,15.612
Cat,3,41.15,5.6,1.3,1,1,0,38.7254
Cat,3,5.63,3.0,8.0,1,0,0,78.0552
Rabbit,5,20.15,9.6,3.1,1,0,0,89.5044
Dog,11,38.48,2.1,4.9,1,0,0,90.7793
Cow,2,9.62,8.7,1.0,1,0,1,7.5884
Dog,9,20.1,3.7,9.9,1,1,1,46.4424
Dog,3,25.94,2.5,9.4,1,1,0,24.0196
Cat,3,16.59,4.5,4.1,1,1,0,41.5813
Cow,9,14.81,9.2,5.5,1,0,0,84.8295
Cat,15,13.1,2.3,5.8,0,1,0,45.2504
Cow,7,3.83,1.2,4.4,0,0,1,1.23
Dog,8,15.98,4.1,8.7,1,1,1,20.0214
Dog,10,11.08,9.0,9.7,1,1,1,18.504
Cat,13,18.99,3.6,4.7,0,0,0,15.2188
Cow,2,43.76,4.5,1.2,0,1,0,30.0832
Rabbit,13,17.18,4.7,4.8,1,0,0,92.4104
Rabbit,1,27.45,4.9,1.9,0,0,0,16.7474
Dog,13,42.68,5.6,8.6,0,0,1,48.6021
Rabbit,10,15.19,1.2,3.3,1,0,0,89.9811
Rabbit,7,24.39,5.3,7.8,1,0,0,98.0206
Cat,11,3.19,4.0,3.9,1,0,1,16.6185
Dog,11,27.62,8.7,7.4,0,0,1,48.4782
Cat,13,21.89,1.9,3.5,0,1,0,15.2378
Cow,9,3.02,3.3,3.4,0,1,0,5.1041
Cow,10,28.98,8.6,5.2,0,1,1,40.9193
Cat,1,16.87,1.9,8.5,1,0,1,12.6494
Dog,13,26.72,9.3,7.4,1,1,1,40.4001
Cow,7,35.35,1.6,3.8,1,1,1,7.9905
Cat,1,44.25,1.4,2.3,1,0,1,36.9082
Rabbit,4,44.28,2.7,7.8,1,1,0,18.0615
Cat,9,30.99,5.8,7.6,1,0,0,70.2039
Rabbit,12,36.49,4.4,9.3,0,0,1,32.2767
Cat,12,29.23,9.0,3.7,0,0,0,12.4994
Rabbit,4,22.23,6.7,2.4,0,1,1,37.2493
Dog,3,46.18,8.7,3.5,0,0,0,21.4471
Rabbit,10,36.96,6.6,9.3,1,0,0,53.2792
Cow,5,48.19,6.4,6.1,0,1,0,1.9844
Cat,3,41.47,1.4,9.9,1,1,1,45.7168
Dog,2,22.29,3.6,1.1,1,1,1,1.5242
Cat,5,23.92,1.1,4.0,0,0,0,8.1399
Rabbit,12,43.29,9.1,8.5,0,1,0,34.122
Cat,1,14.03,5.8,9.9,0,0,1,7.3473
Rabbit,13,26.89,2.9,4.9,1,0,0,83.8784
Cat,5,49.5,1.7,8.8,1,0,1,5.9462
Dog,4,27.32,6.6,3.3,1,0,1,45.6837
Cat,1,23.43,2.3,9.6,0,1,0,44.6957
Cat,4,32.23,7.9,4.6,1,0,1,45.5473
Dog,10,41.04,8.7,6.1,1,0,1,6.2705
Cat,12,22.23,8.4,1.8,1,0,0,62.0951
Rabbit,7,17.35,1.7,4.8,0,1,1,24.6344
Cow,1,35.11,7.7,8.7,1,1,1,32.8467
Cat,3,16.14,2.4,2.3,0,0,1,38.3716
Cow,9,32.3,2.7,8.4,1,1,1,37.0393
Cat,8,47.56,6.6,9.9,0,1,0,35.6535
Rabbit,9,47.92,4.8,9.6,1,1,1,24.9914
Cow,2,39.84,6.3,3.9,0,0,1,31.0696
Cow,13,22.05,9.4,10.0,1,0,0,51.7239
Rabbit,5,38.18,2.5,9.0,0,1,1,3.5579
Cat,10,48.67,7.6,7.0,0,0,0,6.5205
Cat,9,46.77,7.8,6.4,1,0,1,37.509
Cow,7,36.37,8.0,4.0,1,0,0,62.6454
Rabbit,4,32.46,5.4,1.2,1,1,1,46.8259
Dog,9,8.88,4.2,3.7,0,1,0,16.6669
Cat,7,49.43,1.5,7.0,1,0,0,74.2673
Cat,1,48.89,6.6,1.8,0,1,0,6.7495
Rabbit,1,48.53,5.9,1.4,1,1,0,36.5477
Cow,9,21.36,5.0,1.9,0,0,0,34.3271
Rabbit,11,41.58,9.0,5.1,0,0,0,15.8961
Cow,8,37.85,7.0,7.9,0,0,0,26.4084
Cat,11,39.07,8.0,6.3,1,1,0,39.8415
Rabbit,7,36.5,6.9,3.7,0,0,0,13.9529
Dog,14,43.29,4.1,4.6,0,1,0,44.9948
Dog,6,13.02,7.7,9.9,1,1,0,19.727
Cat,2,12.28,5.3,2.1,1,0,0,75.0513
Rabbit,3,9.33,5.5,8.0,0,1,0,45.9127
Dog,4,7.81,8.9,4.2,0,0,0,18.6729
Rabbit,3,14.69,9.3,8.4,0,1,1,42.6532
Cow,6,3.22,2.4,9.9,1,1,1,5.0151
Cat,6,1.21,9.6,9.2,1,1,1,43.8205
Dog,12,2.13,5.2,5.3,1,0,0,57.271
Cat,15,8.33,5.1,6.2,1,1,1,16.0308
Rabbit,15,32.75,10.0,8.6,1,0,1,4.2814
Dog,8,14.28,6.8,8.2,1,1,1,48.6392
Cat,10,28.82,2.8,4.7,1,1,1,10.9716
Cat,5,47.32,9.4,4.9,0,1,1,13.4149
Cat,14,39.74,9.6,4.4,0,0,1,25.3904
Cat,13,27.97,5.3,2.5,1,1,1,48.7722
Cat,11,28.15,5.0,8.2,0,1,0,3.3704
Cow,1,8.33,6.1,9.2,1,1,1,42.8609
Dog,10,26.24,9.7,6.8,1,1,1,34.0908
Cow,5,47.9,9.1,7.6,1,1,0,37.6637
Rabbit,12,19.51,7.5,6.9,0,1,0,43.1651
Rabbit,12,7.77,8.6,6.3,0,1,1,26.7234
Cat,12,46.65,5.3,4.5,1,1,1,39.3925
Rabbit,13,29.55,4.3,7.4,0,1,1,45.6804
Dog,1,28.71,7.3,3.0,0,1,1,0.6524
Cat,11,44.61,4.8,3.0,0,1,1,26.7133
Cow,7,35.77,6.5,9.8,1,0,0,54.8557
Dog,8,43.33,5.2,6.7,1,0,0,70.8197
Cow,7,9.09,5.7,2.1,1,1,1,33.9843
Rabbit,11,29.8,5.7,1.0,0,1,0,46.3776
Rabbit,4,49.34,9.2,3.3,0,1,1,13.8578
Cow,4,29.46,2.7,8.3,1,1,0,13.1597
Cow,10,18.16,5.6,6.7,0,1,1,4.3437
Rabbit,5,5.68,8.9,9.8,0,1,0,33.3519
Cat,5,39.98,3.6,4.8,1,1,0,10.9188
Cow,5,26.54,1.6,4.5,1,1,0,28.8369
Cow,14,9.4,4.1,7.0,0,0,1,16.0095
Cat,9,15.91,10.0,7.8,1,1,1,30.6502
Cat,13,18.85,3.8,7.4,1,1,0,33.0608
Dog,6,39.51,5.4,8.1,1,1,0,39.424
Rabbit,11,12.0,7.3,7.3,0,0,1,29.1364
Cow,10,4.68,4.8,4.7,1,1,1,22.0487
Cow,3,20.33,1.9,8.0,1,0,0,88.1595
Rabbit,15,38.28,6.7,3.0,1,0,0,59.1302
Rabbit,10,41.85,3.3,4.9,1,0,0,62.4416
Rabbit,3,26.86,1.6,2.6,1,0,0,78.0455
Cat,12,48.42,1.5,3.0,1,1,1,28.8633
Cow,14,22.05,6.4,2.8,1,0,1,44.6447
Rabbit,10,1.36,2.6,8.8,0,1,1,18.0123
Cat,12,48.79,6.5,2.6,1,1,1,20.9659
Dog,5,25.38,1.3,5.4,1,0,1,1.938
Rabbit,15,41.95,7.3,9.3,1,1,0,42.9751
Rabbit,9,29.3,2.5,5.3,1,0,0,62.1262
Cow,1,39.53,5.0,2.3,1,0,0,65.4504
Cat,4,44.69,8.7,5.4,0,0,1,42.4251
Rabbit,3,3.08,4.8,3.4,1,0,0,52.9473
Cat,15,49.44,5.8,1.4,1,1,1,18.8902
Rabbit,11,23.22,6.9,2.0,1,0,0,88.1637
Dog,1,14.01,6.2,1.3,1,0,1,47.1808
Cat,3,27.01,3.9,9.1,1,0,1,13.0761
Cat,8,33.63,9.6,1.6,0,1,1,5.2882
Cow,7,12.52,1.7,4.7,1,1,1,29.4454
Cat,5,26.87,6.5,8.0,0,1,0,36.9379
Cat,12,1.64,3.0,9.7,0,1,0,17.8586
Dog,9,49.7,8.2,8.9,0,0,0,45.4528
Cow,10,24.77,3.3,8.5,1,0,1,17.6288
Cow,3,9.22,3.0,2.7,1,1,0,15.163
Dog,13,36.51,1.3,8.9,1,0,1,38.2924
Cow,3,24.97,4.4,8.4,1,1,0,18.503
Cat,8,24.18,6.6,9.9,1,1,0,28.3526
Dog,9,46.05,4.7,1.6,0,0,0,38.6483
Cow,3,11.58,8.4,8.3,1,0,0,89.7002
Rabbit,10,6.88,8.5,3.6,1,1,1,22.4652
Dog,5,33.33,7.0,6.8,1,0,0,71.8507
Rabbit,6,17.05,9.6,5.7,0,0,1,21.3835
Cat,9,42.07,2.2,9.3,0,1,1,47.0462
Cow,13,9.28,2.8,9.4,0,0,1,24.025
Dog,11,43.3,2.8,6.9,1,0,0,76.1337
Cow,14,40.38,9.6,9.4,1,1,0,22.0999
Dog,2,15.85,6.1,9.6,0,0,0,7.0653
Cat,6,31.07,8.1,8.3,1,0,0,54.7676
Cat,12,12.91,8.3,2.4,1,1,1,7.2376
Cow,10,45.57,9.8,5.2,0,0,0,36.8462
Cow,1,47.91,9.5,9.9,1,0,1,27.6461
Dog,12,49.41,6.7,8.2,0,1,0,44.1484
Dog,15,6.31,9.5,5.4,0,0,1,46.2738
Dog,11,18.54,4.3,5.4,1,0,1,45.8828
Cow,15,32.09,9.8,2.3,1,1,0,18.9586
Dog,8,15.44,9.0,4.6,1,0,0,57.2687
Rabbit,9,12.05,1.5,6.3,0,0,0,12.3582
Dog,2,2.85,6.0,9.6,0,0,0,18.8209
Cat,12,16.26,7.5,4.6,0,0,1,44.0852
Cow,14,15.06,7.8,6.8,0,1,0,18.3765
Dog,13,7.35,9.7,6.2,0,0,0,22.4969
Rabbit,14,3.97,8.0,2.7,1,1,1,4.4015
Cow,5,27.55,3.6,5.5,1,0,0,81.2993
Cat,5,7.44,4.6,4.2,0,0,1,16.6433
Rabbit,7,39.6,4.8,6.6,1,1,1,9.2511
Cow,6,18.66,8.2,3.4,1,1,1,11.6728
Dog,12,32.89,3.1,6.4,0,0,0,20.9626
Cat,14,29.52,9.6,3.7,0,0,1,25.3643
Rabbit,1,33.59,8.4,1.2,0,1,0,46.0562
Rabbit,13,8.89,1.8,5.9,0,1,1,21.184
Rabbit,4,12.51,4.3,6.3,1,0,1,38.4335
Dog,13,23.26,1.5,9.0,0,1,0,35.0297
Rabbit,10,29.47,7.0,6.7,1,1,0,19.4502
Cat,4,30.57,6.0,5.7,0,1,1,8.9858
Rabbit,3,13.41,1.6,1.9,0,0,0,4.7467
Cat,1,5.26,6.5,9.3,0,1,1,16.3241
Dog,7,39.92,5.5,7.0,0,0,0,8.1145
Cow,8,16.43,1.7,2.1,0,1,0,28.5218
Dog,14,28.4,4.9,6.5,1,0,0,90.2726
Rabbit,6,23.94,9.6,6.3,1,0,1,48.7343
Rabbit,9,31.5,2.6,7.5,0,0,1,3.7072
Dog,6,44.08,8.1,8.2,0,1,1,22.5978
Rabbit,2,32.73,2.5,5.9,1,0,0,93.1875
Cat,9,17.35,8.0,9.5,0,0,0,23.1651
Cow,7,31.09,5.7,2.4,1,1,1,35.1165
Dog,6,23.75,5.9,9.9,0,0,1,7.6751
Rabbit,14,33.4,1.4,8.6,0,1,1,24.3944
Cat,6,46.63,9.3,2.5,1,1,1,17.144
Dog,7,39.43,8.0,3.5,0,1,0,7.3347
Cow,13,39.08,9.2,8.9,1,0,0,80.574
Cat,10,17.88,2.0,9.8,0,0,0,20.1892
Dog,7,1.58,8.2,5.2,1,0,1,11.1045
Dog,10,39.55,4.6,5.3,0,1,1,21.6608
Rabbit,2,43.75,3.5,4.8,0,0,1,21.4201
Cow,1,22.0,6.2,4.8,1,1,1,27.6679
Dog,6,19.03,7.4,1.3,1,1,0,35.0379
Cow,9,5.81,6.0,8.3,1,0,0,87.2225
Cow,12,7.15,3.9,3.0,0,0,0,26.7305
Cow,5,6.39,3.4,7.2,0,0,1,10.082
Rabbit,1,33.37,3.7,4.2,0,1,0,41.0487
Rabbit,11,8.31,6.7,2.4,0,1,0,48.0804
Cat,3,31.39,6.5,9.8,1,0,0,90.6656
Cat,12,2.22,8.0,9.2,1,0,0,62.4662
Dog,11,16.48,8.6,2.6,0,0,0,38.4373
Cow,2,7.93,4.1,6.6,0,1,1,17.0801
Cat,7,6.81,7.3,4.5,1,1,1,0.9178
Dog,9,9.4,6.5,5.7,1,0,0,61.8656
Rabbit,6,25.65,9.1,2.1,1,1,0,19.4043
Dog,15,24.33,5.0,7.5,0,0,1,28.8255
Cat,15,21.73,6.7,8.7,0,0,0,31.2379
Rabbit,10,10.41,1.7,9.1,0,1,0,27.0796
Cat,14,28.22,4.4,8.6,1,0,1,24.1827
Cat,7,7.03,6.3,4.7,0,1,1,32.9947
Cow,15,36.17,9.1,7.4,0,0,0,20.8893
Cow,4,10.95,8.4,3.6,0,0,0,37.4835
Dog,1,3.9,3.9,9.5,1,0,1,13.8239
Dog,8,42.79,6.2,2.5,0,0,1,39.9853
Dog,1,26.9,2.6,8.6,0,0,1,40.6857
Dog,1,41.28,9.8,3.9,1,1,1,4.228
Rabbit,13,23.8,3.4,5.2,0,1,1,45.947
Dog,8,38.55,8.9,3.3,1,0,0,88.5514
Cat,11,17.78,1.2,3.6,1,0,0,83.0343
Cow,4,5.79,4.8,7.4,0,0,1,3.2918
Cat,11,15.82,2.7,6.4,1,0,1,19.1582
Dog,1,45.04,3.1,8.3,1,1,1,26.3588
Dog,13,17.95,4.2,9.3,0,0,1,45.0284
Cat,10,28.36,2.3,7.2,1,0,1,25.705
Rabbit,14,33.87,3.7,5.0,1,0,0,84.2677
Cat,15,3.35,7.8,2.1,1,0,0,87.3318
Dog,5,30.34,1.4,2.4,1,0,0,74.2858
Dog,12,46.73,10.0,6.3,0,1,0,1.3627
Cat,2,36.52,9.2,7.6,0,0,0,36.6012
Cow,14,11.16,2.1,9.1,0,0,1,6.203
Cow,13,5.93,8.7,8.5,0,0,0,21.0036
Cat,13,18.76,2.0,7.3,1,0,0,79.5272
Rabbit,1,26.53,8.6,5.0,1,1,1,4.5405
Dog,1,3.38,6.7,2.4,1,0,1,31.0208
Rabbit,13,2.54,8.1,7.2,0,1,1,14.3911
Dog,12,38.46,1.2,5.8,0,1,1,36.2385
Dog,10,40.09,9.8,7.4,0,1,1,48.726
Dog,3,10.06,7.4,6.2,0,1,0,40.2639
Cat,5,41.75,3.4,2.5,0,0,1,6.1186
Dog,13,26.85,8.4,4.2,1,1,1,26.9808
Cat,7,29.25,4.9,6.7,0,1,1,41.8469
Cow,4,17.77,4.7,9.7,0,1,1,12.7382
Cat,15,46.83,4.4,7.9,1,1,0,22.6326
Dog,7,19.88,2.6,4.5,1,0,1,6.6468
Cat,3,6.94,3.9,1.4,0,0,1,19.3143
Cow,6,13.73,3.6,7.3,1,1,1,10.883
Cat,9,19.46,5.4,5.6,0,0,1,4.9814
Cow,8,2.33,9.5,6.2,0,1,0,1.7717
Rabbit,14,16.17,5.1,8.9,1,1,0,16.9706
Dog,14,5.74,7.3,3.8,1,0,1,14.6885
Cow,8,27.97,1.6,9.9,1,1,1,19.942
Cow,3,30.08,1.9,9.8,1,1,0,34.8914
Cow,2,3.35,3.4,6.3,1,1,1,7.3548
Cat,9,26.35,3.6,2.6,0,0,0,26.0249
Dog,8,13.2,9.9,5.7,1,1,1,43.5795
Rabbit,1,3.66,9.8,3.5,0,0,1,43.6317
Rabbit,7,45.12,8.0,1.9,1,1,1,43.1572
Dog,12,28.01,3.5,4.8,0,0,1,2.3915
Cat,9,7.02,5.9,6.0,0,0,1,35.1835
Rabbit,15,25.61,9.7,4.1,0,0,1,19.0404
Dog,15,25.45,2.5,7.9,0,0,0,42.0902
Cow,5,22.76,8.0,9.7,0,1,0,40.2444
Dog,4,26.93,2.8,3.6,0,0,1,1.52
Rabbit,13,30.44,1.1,2.7,0,0,0,8.8606
Cow,13,8.75,1.7,8.0,0,1,1,24.9021
Cow,5,35.72,4.0,2.0,1,0,0,64.5913
Dog,5,9.46,2.7,1.4,0,0,1,34.3749
Cow,10,22.94,1.3,7.0,0,1,1,28.223
Cow,3,22.53,7.9,3.8,0,0,1,35.0889
Cow,10,48.24,7.7,8.1,0,0,1,40.112
Cat,12,6.5,7.7,2.8,1,0,1,46.1254
